reject_date,symbol,sector,close_at_reject,market_cap_cr,trade_quality,confidence,top_reasons,close_5d,return_5d_pct,close_10d,return_10d_pct,close_20d,return_20d_pct,measured_at,notes
2026-07-16,BLUEJET.NS,PHARMA,598.55,11329.0,58.0,47.69,REGIME_NO_BUY,589.5,-1.51,,,,,2026-07-21T19:22:07,
2026-07-16,BLSE.NS,DIVERSIFIED,274.37,2500.0,56.4,15.36,REGIME_NO_BUY,268.45,-2.16,,,,,2026-07-21T19:22:23,
2026-07-16,BLKASHYAP.NS,DIVERSIFIED,60.93,1378.0,74.8,50.97,REGIME_NO_BUY,56.39,-7.45,,,,,2026-07-21T19:22:06,
2026-07-16,BHEL.NS,CAPITAL_GOODS,417.95,145515.0,70.2,43.93,ROE_TOO_LOW(6.2%<10%),413.3,-1.11,,,,,2026-07-21T19:22:09,
2026-07-16,BHARATSE.NS,DIVERSIFIED,243.7,0.0,63.5,58.49000000000001,REGIME_NO_BUY,221.49,-9.11,,,,,2026-07-21T19:21:52,
2026-07-16,BFINVEST.NS,FINANCE,476.5,1792.0,61.3,60.11,ROE_TOO_LOW(3.6%<10%),467.85,-1.82,,,,,2026-07-21T19:21:48,
2026-07-16,BEPL.NS,DIVERSIFIED,106.41,2653.0,72.5,41.84,REGIME_NO_BUY,123.44,16.0,,,,,2026-07-21T19:22:10,
2026-07-16,BALAMINES.NS,DIVERSIFIED,2314.2,7493.0,57.9,20.14,ROE_TOO_LOW(8.7%<10%),2366.5,2.26,,,,,2026-07-21T19:22:19,
2026-07-16,BAJAJHCARE.NS,DIVERSIFIED,363.55,0.0,66.1,68.05,ROE_TOO_LOW(4.3%<10%),369.35,1.6,,,,,2026-07-21T19:21:43,
2026-07-16,AZAD.NS,DIVERSIFIED,2351.8,15173.0,63.4,56.3,ROE_TOO_LOW(9.1%<10%),2378.6,1.14,,,,,2026-07-21T19:22:00,
2026-07-16,AURUM.NS,DIVERSIFIED,250.82,1809.0,64.7,54.1,REGIME_NO_BUY,228.33,-8.97,,,,,2026-07-21T19:22:04,
2026-07-16,ATHERENERG.NS,POWER_EQ,1296.4,0.0,66.0,30.0,REGIME_NO_BUY,1288.4,-0.62,,,,,2026-07-21T19:22:16,
2026-07-16,ARKADE.NS,DIVERSIFIED,138.74,2571.0,61.8,57.655,REGIME_NO_BUY,137.13,-1.16,,,,,2026-07-21T19:21:55,
2026-07-16,APTUS.NS,FINANCE,299.95,15016.0,72.6,69.95,"CONF_FAIL(got 70.0, need 70) | RR_FAIL(got 1.43, need 1.7) | SECTOR_RANK_TOO_LOW(rank=14>top6)",301.05,0.37,,,,,2026-07-21T19:21:26,
2026-07-16,APLLTD.NS,DIVERSIFIED,850.05,16712.0,73.1,58.965,REGIME_NO_BUY,833.6,-1.94,,,,,2026-07-21T19:21:50,
2026-07-16,AMAGI.NS,IT,598.95,12913.0,66.0,64.45,"CONF_FAIL(got 64.5, need 70) | TQ_FAIL(got 66.0, need 68) | SUSPECT_PUMP_LOW_DELIVERY",590.9,-1.34,,,,,2026-07-21T19:21:34,
2026-07-16,ALGOQUANT.NS,FINANCE,65.14,1838.0,74.3,64.645,"CONF_FAIL(got 64.6, need 70) | RR_FAIL(got 1.39, need 1.7) | SECTOR_RANK_TOO_LOW(rank=14>top6)",65.15,0.02,,,,,2026-07-21T19:21:33,
2026-07-16,AKUMS.NS,DIVERSIFIED,692.1,10892.0,56.1,21.595,REGIME_NO_BUY,695.05,0.43,,,,,2026-07-21T19:22:17,
2026-07-16,AJANTPHARM.NS,DIVERSIFIED,3454.2,43084.0,67.7,58.19,REGIME_NO_BUY,3575.3,3.51,,,,,2026-07-21T19:21:54,
2026-07-16,AIAENG.NS,DIVERSIFIED,4828.5,45082.0,74.1,60.72,REGIME_NO_BUY,4681.5,-3.04,,,,,2026-07-21T19:21:48,
2026-07-16,AETHER.NS,DIVERSIFIED,1477.2,19624.0,53.2,55.88,ROE_TOO_LOW(9.7%<10%),1449.7,-1.86,,,,,2026-07-21T19:22:01,
2026-07-16,AEGISLOG.NS,LOGISTICS,1321.1,46450.0,44.3,21.605,REGIME_NO_BUY,1313.5,-0.58,,,,,2026-07-21T19:22:17,
2026-07-16,ACMESOLAR.NS,POWER_EQ,392.15,27724.0,71.1,60.349999999999994,DE_TOO_HIGH(3.93>1.50),373.1,-4.86,,,,,2026-07-21T19:21:48,
2026-07-16,ABB.NS,CAPITAL_GOODS,7667.5,162513.0,71.9,65.13,"CONF_FAIL(got 65.1, need 70) | RR_FAIL(got 1.43, need 1.7) | SECTOR_RANK_TOO_LOW(rank=8>top6)",7532.0,-1.77,,,,,2026-07-21T19:21:33,
2026-07-16,AARTIDRUGS.NS,PHARMA,421.6,3838.0,73.5,19.9,REGIME_NO_BUY,426.9,1.26,,,,,2026-07-21T19:22:20,
